Longitude,Latitude,geometry,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
-119.84930511424704,38.03251078908186,POINT (-119.84930511424704 38.03251078908186),78.0,121,38,6572.0,256.0,-59.0,315.0,-4.0,175.0,175.0,-4.0,1242.0,251.0,6.0,82.0,706.0,20.0,20.0,706.0
-121.52119764295877,40.592097209479014,POINT (-121.52119764295877 40.592097209479014),82.0,122,36,7260.0,278.0,-58.0,336.0,-10.0,189.0,189.0,-10.0,822.0,148.0,5.0,71.0,429.0,25.0,25.0,429.0
-121.38602612007986,37.343013369430814,POINT (-121.38602612007986 37.343013369430814),115.0,114,46,4351.0,252.0,4.0,247.0,54.0,170.0,173.0,54.0,401.0,79.0,1.0,86.0,224.0,4.0,6.0,224.0
-121.99072447321795,41.76472692503661,POINT (-121.99072447321795 41.76472692503661),90.0,120,36,7189.0,288.0,-44.0,333.0,10.0,199.0,199.0,0.0,409.0,61.0,8.0,50.0,177.0,31.0,31.0,174.0
-116.37295756393378,34.71520397597704,POINT (-116.37295756393378 34.71520397597704),202.0,132,36,7802.0,394.0,37.0,357.0,99.0,266.0,312.0,98.0,112.0,15.0,1.0,50.0,46.0,4.0,30.0,46.0
-115.18759255919426,35.057127415126615,POINT (-115.18759255919426 35.057127415126615),175.0,127,35,8050.0,365.0,8.0,357.0,238.0,244.0,288.0,67.0,197.0,28.0,2.0,47.0,79.0,9.0,78.0,65.0
-115.6844923520955,34.111795245755104,POINT (-115.6844923520955 34.111795245755104),221.0,132,37,7544.0,409.0,60.0,348.0,120.0,282.0,328.0,120.0,88.0,14.0,1.0,53.0,39.0,3.0,27.0,39.0
-120.2838184654591,39.95422827126414,POINT (-120.2838184654591 39.95422827126414),58.0,122,35,7468.0,255.0,-90.0,345.0,-38.0,168.0,168.0,-38.0,574.0,108.0,10.0,67.0,307.0,32.0,32.0,307.0
-116.01351878237013,35.82105819991294,POINT (-116.01351878237013 35.82105819991294),199.0,125,33,8648.0,398.0,24.0,374.0,99.0,275.0,320.0,82.0,196.0,31.0,2.0,49.0,90.0,13.0,48.0,76.0
-119.396345528659,37.09398751257361,POINT (-119.396345528659 37.09398751257361),135.0,124,38,6705.0,315.0,-4.0,320.0,54.0,234.0,234.0,50.0,776.0,149.0,1.0,81.0,420.0,5.0,5.0,418.0
-119.80810914924648,34.02986867538608,POINT (-119.80810914924648 34.02986867538608),146.0,54,43,2517.0,216.0,90.0,126.0,117.0,174.0,183.0,116.0,625.0,144.0,0.0,99.0,414.0,1.0,4.0,383.0
-121.25624210921862,41.26935444935696,POINT (-121.25624210921862 41.26935444935696),97.0,120,34,7581.0,300.0,-43.0,344.0,1.0,212.0,212.0,1.0,401.0,58.0,5.0,54.0,176.0,19.0,19.0,176.0
-115.19602000269298,32.8036497698138,POINT (-115.19602000269298 32.8036497698138),249.0,136,39,7147.0,432.0,92.0,340.0,154.0,304.0,350.0,154.0,64.0,9.0,0.0,58.0,27.0,0.0,22.0,27.0
-119.48358082093337,37.76397419603818,POINT (-119.48358082093337 37.76397419603818),48.0,121,38,6689.0,227.0,-91.0,318.0,-29.0,147.0,147.0,-35.0,966.0,174.0,8.0,75.0,499.0,31.0,31.0,494.0
-115.08535220188674,34.55590832166505,POINT (-115.08535220188674 34.55590832166505),194.0,129,36,7825.0,382.0,30.0,351.0,100.0,261.0,304.0,90.0,120.0,17.0,1.0,49.0,49.0,5.0,38.0,48.0
-120.02489616423226,41.24338616322923,POINT (-120.02489616423226 41.24338616322923),104.0,115,32,8216.0,314.0,-46.0,360.0,9.0,229.0,229.0,-1.0,216.0,26.0,5.0,39.0,79.0,18.0,18.0,78.0
-114.64756153730721,32.74774916209893,POINT (-114.64756153730721 32.74774916209893),253.0,132,38,7368.0,434.0,92.0,342.0,187.0,313.0,357.0,155.0,73.0,11.0,0.0,54.0,29.0,1.0,27.0,29.0
-116.22755056338978,33.221661080988376,POINT (-116.22755056338978 33.221661080988376),217.0,134,42,6310.0,390.0,73.0,316.0,135.0,261.0,309.0,135.0,145.0,26.0,1.0,61.0,70.0,5.0,28.0,70.0
-118.08608758977955,34.79250367264132,POINT (-118.08608758977955 34.79250367264132),176.0,129,40,6702.0,353.0,32.0,321.0,99.0,227.0,273.0,90.0,155.0,30.0,1.0,83.0,89.0,5.0,10.0,82.0
-114.90047381036015,34.749133098866125,POINT (-114.90047381036015 34.749133098866125),216.0,127,35,8102.0,406.0,48.0,358.0,140.0,287.0,329.0,108.0,136.0,18.0,1.0,49.0,55.0,5.0,45.0,45.0
-123.332665981263,40.080373142815766,POINT (-123.332665981263 40.080373142815766),117.0,110,40,5543.0,277.0,4.0,272.0,45.0,189.0,197.0,45.0,1273.0,258.0,2.0,87.0,755.0,15.0,20.0,755.0
-120.14176142762244,41.11354081508013,POINT (-120.14176142762244 41.11354081508013),48.0,117,33,7716.0,250.0,-96.0,347.0,-48.0,165.0,165.0,-50.0,360.0,46.0,8.0,41.0,137.0,31.0,31.0,137.0
-122.65060132931337,41.16708008201443,POINT (-122.65060132931337 41.16708008201443),96.0,120,37,6786.0,285.0,-35.0,321.0,10.0,187.0,197.0,10.0,896.0,162.0,6.0,76.0,477.0,30.0,31.0,477.0
-115.83497436925711,32.89231735215165,POINT (-115.83497436925711 32.89231735215165),233.0,136,41,6540.0,411.0,86.0,324.0,148.0,279.0,328.0,148.0,91.0,16.0,1.0,58.0,44.0,3.0,24.0,44.0
-120.56496562245735,38.9928771418096,POINT (-120.56496562245735 38.9928771418096),107.0,122,38,6695.0,290.0,-30.0,321.0,20.0,205.0,205.0,20.0,1296.0,246.0,6.0,78.0,713.0,25.0,25.0,713.0
-119.27844064362259,37.47336345479172,POINT (-119.27844064362259 37.47336345479172),78.0,122,37,6871.0,260.0,-63.0,323.0,-7.0,180.0,180.0,-7.0,935.0,204.0,5.0,88.0,573.0,18.0,18.0,573.0
-118.71851872194341,36.27147528039664,POINT (-118.71851872194341 36.27147528039664),118.0,123,38,6994.0,300.0,-23.0,323.0,40.0,221.0,221.0,30.0,705.0,127.0,2.0,84.0,377.0,8.0,8.0,361.0
-114.41803093385496,34.033048014603004,POINT (-114.41803093385496 34.033048014603004),252.0,128,36,7932.0,437.0,83.0,354.0,362.0,320.0,362.0,146.0,103.0,17.0,1.0,55.0,41.0,3.0,41.0,40.0
-121.23064259142265,40.46305379468451,POINT (-121.23064259142265 40.46305379468451),46.0,122,36,7071.0,239.0,-92.0,332.0,-43.0,151.0,151.0,-43.0,985.0,178.0,6.0,71.0,510.0,29.0,29.0,510.0
-119.25019585218057,35.35328629122371,POINT (-119.25019585218057 35.35328629122371),199.0,130,41,6367.0,373.0,58.0,315.0,127.0,282.0,291.0,117.0,161.0,31.0,0.0,81.0,91.0,2.0,2.0,75.0
-118.8464357627725,35.459040212795855,POINT (-118.8464357627725 35.459040212795855),189.0,129,39,6862.0,371.0,44.0,326.0,126.0,280.0,290.0,102.0,243.0,43.0,0.0,78.0,128.0,3.0,4.0,115.0
-123.39750209538224,41.19949938465042,POINT (-123.39750209538224 41.19949938465042),60.0,108,40,5465.0,219.0,-49.0,268.0,-8.0,132.0,141.0,-8.0,1479.0,275.0,6.0,79.0,822.0,32.0,43.0,822.0
-119.71973311916523,35.143493174184435,POINT (-119.71973311916523 35.143493174184435),155.0,126,43,5456.0,314.0,26.0,288.0,93.0,226.0,234.0,84.0,179.0,35.0,0.0,83.0,102.0,2.0,2.0,84.0
-119.53044305712184,37.1807382229321,POINT (-119.53044305712184 37.1807382229321),158.0,124,38,6720.0,340.0,18.0,321.0,82.0,258.0,258.0,73.0,751.0,153.0,1.0,88.0,437.0,4.0,4.0,421.0
-119.18749714547926,34.775892927793684,POINT (-119.18749714547926 34.775892927793684),84.0,120,44,5308.0,237.0,-37.0,274.0,27.0,153.0,161.0,17.0,364.0,78.0,1.0,88.0,220.0,4.0,5.0,164.0
-122.63209165921116,41.13613178761777,POINT (-122.63209165921116 41.13613178761777),96.0,120,37,6790.0,286.0,-35.0,321.0,10.0,190.0,198.0,10.0,916.0,164.0,7.0,74.0,480.0,33.0,34.0,480.0
-118.45987221310767,37.547416927789875,POINT (-118.45987221310767 37.547416927789875),119.0,118,33,8077.0,313.0,-39.0,352.0,15.0,185.0,238.0,15.0,258.0,40.0,8.0,51.0,119.0,33.0,37.0,119.0
-122.02814750156041,39.67207750236511,POINT (-122.02814750156041 39.67207750236511),179.0,122,37,6927.0,368.0,42.0,326.0,87.0,278.0,278.0,87.0,596.0,126.0,1.0,84.0,358.0,7.0,7.0,358.0
-123.96296099160858,40.0496648882055,POINT (-123.96296099160858 40.0496648882055),123.0,74,41,3726.0,228.0,47.0,181.0,76.0,170.0,178.0,76.0,1743.0,340.0,2.0,83.0,996.0,19.0,32.0,996.0
-115.15463970612748,32.92896616657505,POINT (-115.15463970612748 32.92896616657505),247.0,135,39,7198.0,431.0,90.0,341.0,271.0,303.0,350.0,152.0,68.0,10.0,0.0,58.0,26.0,0.0,25.0,26.0
-114.86345464657205,34.461609797178134,POINT (-114.86345464657205 34.461609797178134),223.0,128,36,7970.0,411.0,56.0,354.0,131.0,291.0,334.0,116.0,112.0,16.0,1.0,50.0,46.0,4.0,32.0,43.0
-123.60931676903195,40.52418693158297,POINT (-123.60931676903195 40.52418693158297),100.0,101,41,5016.0,246.0,0.0,247.0,37.0,165.0,174.0,37.0,1383.0,260.0,2.0,81.0,769.0,21.0,28.0,769.0
-120.76162434544275,41.451478276955186,POINT (-120.76162434544275 41.451478276955186),100.0,118,33,7789.0,306.0,-42.0,348.0,13.0,220.0,220.0,2.0,309.0,40.0,5.0,42.0,116.0,22.0,22.0,115.0
-116.7993452587327,34.511396527717636,POINT (-116.7993452587327 34.511396527717636),173.0,132,38,7173.0,358.0,18.0,340.0,89.0,229.0,276.0,78.0,294.0,47.0,2.0,63.0,137.0,11.0,42.0,135.0
-124.13066802072284,40.92433562577044,POINT (-124.13066802072284 40.92433562577044),138.0,64,40,3382.0,230.0,71.0,159.0,97.0,188.0,188.0,97.0,1233.0,242.0,4.0,79.0,675.0,24.0,24.0,675.0
-120.19794299328075,37.69861519165008,POINT (-120.19794299328075 37.69861519165008),156.0,123,39,6238.0,331.0,23.0,307.0,81.0,247.0,247.0,76.0,745.0,137.0,1.0,82.0,396.0,5.0,5.0,395.0
-116.91585925757308,33.264791459543055,POINT (-116.91585925757308 33.264791459543055),161.0,120,44,5155.0,308.0,38.0,270.0,116.0,224.0,237.0,95.0,469.0,88.0,3.0,81.0,263.0,14.0,25.0,226.0
-117.32239910375748,34.6009492135752,POINT (-117.32239910375748 34.6009492135752),167.0,131,39,6919.0,348.0,16.0,331.0,87.0,220.0,266.0,76.0,215.0,38.0,1.0,69.0,113.0,10.0,22.0,101.0
-121.18342610483685,41.49555580239832,POINT (-121.18342610483685 41.49555580239832),91.0,119,34,7547.0,294.0,-47.0,342.0,5.0,206.0,206.0,-3.0,447.0,59.0,7.0,46.0,172.0,30.0,30.0,171.0
-122.3978204601354,37.469793503117714,POINT (-122.3978204601354 37.469793503117714),134.0,67,46,2602.0,212.0,66.0,145.0,97.0,166.0,168.0,97.0,693.0,136.0,2.0,86.0,390.0,9.0,9.0,390.0
-115.32250561526249,33.216970083483496,POINT (-115.32250561526249 33.216970083483496),235.0,135,39,7166.0,419.0,79.0,339.0,317.0,291.0,338.0,140.0,73.0,11.0,0.0,59.0,29.0,0.0,28.0,28.0
-118.08615947361223,36.78953993615015,POINT (-118.08615947361223 36.78953993615015),156.0,116,33,8161.0,349.0,-1.0,350.0,62.0,266.0,275.0,50.0,167.0,34.0,3.0,75.0,96.0,11.0,12.0,92.0
-116.7106780675335,33.20131697204769,POINT (-116.7106780675335 33.20131697204769),142.0,124,44,5296.0,294.0,16.0,278.0,80.0,207.0,221.0,75.0,531.0,101.0,2.0,83.0,294.0,17.0,30.0,290.0
-119.66543062729485,37.98767912692358,POINT (-119.66543062729485 37.98767912692358),69.0,121,37,6765.0,249.0,-71.0,320.0,-16.0,169.0,169.0,-16.0,906.0,167.0,8.0,74.0,475.0,27.0,27.0,475.0
-117.00846217432218,35.243801564829404,POINT (-117.00846217432218 35.243801564829404),182.0,127,35,7886.0,375.0,20.0,355.0,90.0,248.0,294.0,77.0,118.0,23.0,1.0,70.0,68.0,5.0,24.0,55.0
-116.26379668763376,35.972578503041106,POINT (-116.26379668763376 35.972578503041106),217.0,123,32,8831.0,418.0,40.0,378.0,115.0,295.0,340.0,98.0,121.0,21.0,1.0,60.0,62.0,7.0,27.0,54.0
-118.13644150607443,36.05613568027064,POINT (-118.13644150607443 36.05613568027064),95.0,121,36,7361.0,279.0,-53.0,332.0,5.0,193.0,202.0,0.0,259.0,53.0,2.0,86.0,154.0,10.0,14.0,152.0
-123.52788623174858,40.442029463995965,POINT (-123.52788623174858 40.442029463995965),104.0,105,40,5222.0,256.0,-1.0,257.0,38.0,172.0,181.0,38.0,1256.0,244.0,2.0,83.0,726.0,17.0,25.0,726.0
-119.43542414954058,37.46110967562395,POINT (-119.43542414954058 37.46110967562395),69.0,122,38,6608.0,247.0,-69.0,316.0,-13.0,167.0,167.0,-13.0,1050.0,248.0,3.0,94.0,683.0,11.0,11.0,683.0
-117.26242978412743,34.01974156365419,POINT (-117.26242978412743 34.01974156365419),186.0,127,42,6045.0,350.0,47.0,302.0,117.0,262.0,274.0,107.0,549.0,109.0,3.0,87.0,323.0,9.0,13.0,299.0
-114.95452730703269,34.5247190743187,POINT (-114.95452730703269 34.5247190743187),224.0,128,36,7997.0,413.0,57.0,356.0,249.0,292.0,335.0,117.0,123.0,18.0,1.0,50.0,47.0,5.0,46.0,41.0
-121.31256648425737,40.148487879604176,POINT (-121.31256648425737 40.148487879604176),83.0,122,36,7069.0,276.0,-55.0,331.0,-7.0,186.0,186.0,-7.0,1160.0,264.0,3.0,87.0,734.0,16.0,16.0,734.0
-117.90042694599126,35.38843540170214,POINT (-117.90042694599126 35.38843540170214),170.0,126,36,7554.0,359.0,16.0,342.0,82.0,230.0,279.0,72.0,136.0,26.0,1.0,74.0,76.0,5.0,15.0,61.0
-116.98625094807251,33.94697241555444,POINT (-116.98625094807251 33.94697241555444),169.0,130,42,6165.0,337.0,27.0,309.0,98.0,245.0,258.0,88.0,536.0,99.0,3.0,80.0,297.0,21.0,29.0,271.0
-115.81180360873718,33.21292439610852,POINT (-115.81180360873718 33.21292439610852),244.0,136,40,6865.0,425.0,92.0,333.0,154.0,294.0,343.0,154.0,66.0,12.0,0.0,61.0,33.0,1.0,17.0,33.0
-116.08217044509297,34.608869845553244,POINT (-116.08217044509297 34.608869845553244),223.0,132,36,7911.0,417.0,57.0,359.0,126.0,289.0,335.0,118.0,84.0,11.0,1.0,48.0,33.0,4.0,28.0,33.0
-120.64663163048073,40.549103748379736,POINT (-120.64663163048073 40.549103748379736),92.0,121,34,7714.0,295.0,-55.0,350.0,-6.0,207.0,207.0,-6.0,311.0,54.0,5.0,60.0,157.0,15.0,15.0,157.0
-119.69680035994823,34.693594813692016,POINT (-119.69680035994823 34.693594813692016),96.0,110,45,4602.0,231.0,-12.0,244.0,43.0,157.0,163.0,38.0,478.0,107.0,0.0,96.0,316.0,3.0,3.0,267.0
-115.89881403185863,34.76633856871331,POINT (-115.89881403185863 34.76633856871331),198.0,131,36,7934.0,391.0,32.0,358.0,103.0,264.0,310.0,92.0,152.0,20.0,1.0,49.0,60.0,5.0,51.0,59.0
-118.790672103442,36.12211166103654,POINT (-118.790672103442 36.12211166103654),158.0,125,38,7077.0,341.0,13.0,327.0,77.0,258.0,262.0,68.0,640.0,115.0,1.0,84.0,341.0,7.0,7.0,333.0
-123.8690394069225,41.63337492353757,POINT (-123.8690394069225 41.63337492353757),102.0,84,40,4402.0,227.0,16.0,211.0,48.0,159.0,168.0,48.0,1738.0,297.0,7.0,72.0,886.0,46.0,51.0,886.0
-120.64297649741333,41.29336587254913,POINT (-120.64297649741333 41.29336587254913),87.0,118,33,7763.0,292.0,-55.0,348.0,-10.0,206.0,206.0,-10.0,344.0,44.0,6.0,43.0,129.0,24.0,24.0,129.0
-122.92520645022934,38.72599797826552,POINT (-122.92520645022934 38.72599797826552),151.0,94,41,4379.0,277.0,53.0,223.0,91.0,207.0,211.0,91.0,1027.0,232.0,1.0,92.0,662.0,9.0,10.0,662.0
-118.20497615090395,36.05674839468466,POINT (-118.20497615090395 36.05674839468466),82.0,122,36,7251.0,265.0,-64.0,329.0,-5.0,179.0,188.0,-10.0,303.0,62.0,2.0,85.0,178.0,11.0,15.0,175.0
-121.63864868679306,40.0257703884601,POINT (-121.63864868679306 40.0257703884601),122.0,122,36,7068.0,315.0,-15.0,330.0,31.0,225.0,225.0,31.0,1219.0,240.0,2.0,80.0,682.0,17.0,17.0,682.0
-122.73483656865254,41.58563629400644,POINT (-122.73483656865254 41.58563629400644),94.0,118,37,6604.0,280.0,-33.0,313.0,11.0,187.0,194.0,11.0,552.0,96.0,10.0,64.0,280.0,40.0,40.0,280.0
-120.264381727369,41.17380399229578,POINT (-120.264381727369 41.17380399229578),63.0,117,33,7769.0,267.0,-81.0,348.0,-4.0,181.0,181.0,-35.0,423.0,50.0,9.0,38.0,147.0,37.0,37.0,145.0
-122.07097358022165,40.6647136906125,POINT (-122.07097358022165 40.6647136906125),159.0,122,35,7591.0,361.0,16.0,345.0,62.0,266.0,272.0,62.0,1176.0,206.0,4.0,73.0,601.0,32.0,33.0,601.0
-121.7430276120217,40.30219567357575,POINT (-121.7430276120217 40.30219567357575),107.0,122,36,7181.0,301.0,-32.0,333.0,14.0,212.0,212.0,14.0,1072.0,175.0,5.0,68.0,514.0,31.0,31.0,514.0
-120.70220042794807,40.032963341982715,POINT (-120.70220042794807 40.032963341982715),83.0,123,36,7365.0,281.0,-61.0,342.0,-10.0,192.0,192.0,-10.0,721.0,131.0,6.0,69.0,370.0,21.0,21.0,370.0
-116.54677265065291,32.97538506431082,POINT (-116.54677265065291 32.97538506431082),120.0,126,45,5268.0,273.0,-5.0,278.0,59.0,184.0,198.0,53.0,566.0,105.0,3.0,81.0,300.0,20.0,35.0,298.0
-123.36941131030764,39.52793366555112,POINT (-123.36941131030764 39.52793366555112),113.0,95,40,4712.0,249.0,14.0,234.0,51.0,174.0,180.0,51.0,1475.0,304.0,2.0,88.0,880.0,13.0,20.0,880.0
-117.92883867989508,35.13458443392348,POINT (-117.92883867989508 35.13458443392348),182.0,128,37,7329.0,369.0,30.0,338.0,97.0,240.0,288.0,87.0,129.0,24.0,1.0,79.0,72.0,4.0,10.0,64.0
-123.12714957378665,41.57050362798184,POINT (-123.12714957378665 41.57050362798184),52.0,113,39,5829.0,221.0,-63.0,285.0,-21.0,129.0,139.0,-21.0,1032.0,189.0,8.0,77.0,566.0,34.0,42.0,566.0
-122.4038983506365,41.99568318221089,POINT (-122.4038983506365 41.99568318221089),110.0,119,36,6934.0,303.0,-21.0,324.0,33.0,215.0,215.0,23.0,506.0,88.0,7.0,63.0,253.0,29.0,29.0,245.0
-117.37914863996224,34.77552442463531,POINT (-117.37914863996224 34.77552442463531),178.0,130,38,7155.0,362.0,25.0,337.0,95.0,234.0,281.0,84.0,112.0,19.0,1.0,65.0,58.0,5.0,16.0,54.0
-123.8384338449575,40.62641883889564,POINT (-123.8384338449575 40.62641883889564),108.0,86,41,4302.0,231.0,21.0,210.0,54.0,164.0,172.0,54.0,1464.0,285.0,3.0,83.0,836.0,24.0,24.0,836.0
-119.66228797426896,38.57212120830077,POINT (-119.66228797426896 38.57212120830077),70.0,122,36,7261.0,258.0,-79.0,338.0,-22.0,177.0,177.0,-22.0,507.0,98.0,9.0,70.0,271.0,29.0,29.0,271.0
-118.37806575764269,36.70725972595917,POINT (-118.37806575764269 36.70725972595917),-9.0,117,37,6825.0,166.0,-148.0,314.0,-89.0,83.0,91.0,-95.0,551.0,108.0,7.0,79.0,311.0,22.0,22.0,298.0
-120.85805751614798,36.48523003125256,POINT (-120.85805751614798 36.48523003125256),118.0,128,45,4954.0,273.0,-6.0,279.0,50.0,184.0,186.0,49.0,352.0,73.0,1.0,89.0,206.0,3.0,3.0,206.0
-121.91639601262834,39.41445841916702,POINT (-121.91639601262834 39.41445841916702),180.0,123,38,6655.0,365.0,45.0,319.0,91.0,274.0,274.0,91.0,526.0,105.0,1.0,84.0,305.0,5.0,5.0,305.0
-117.73643333390606,37.171833046015216,POINT (-117.73643333390606 37.171833046015216),160.0,116,31,8652.0,358.0,-7.0,366.0,60.0,220.0,284.0,46.0,177.0,23.0,7.0,31.0,68.0,28.0,40.0,58.0
-122.61158374983638,40.36864004887727,POINT (-122.61158374983638 40.36864004887727),158.0,121,37,6999.0,350.0,23.0,327.0,68.0,261.0,261.0,68.0,789.0,158.0,3.0,79.0,447.0,20.0,20.0,447.0
-123.11568608347731,40.51463310615749,POINT (-123.11568608347731 40.51463310615749),103.0,117,39,6090.0,277.0,-18.0,295.0,24.0,183.0,192.0,24.0,1132.0,219.0,4.0,82.0,645.0,23.0,26.0,645.0
-118.48204628899751,36.25835207742354,POINT (-118.48204628899751 36.25835207742354),69.0,121,37,7004.0,249.0,-73.0,322.0,-11.0,166.0,172.0,-19.0,669.0,127.0,3.0,85.0,376.0,13.0,14.0,355.0
-116.9993120715753,34.11755286002283,POINT (-116.9993120715753 34.11755286002283),127.0,131,41,6273.0,298.0,-14.0,313.0,55.0,200.0,218.0,46.0,652.0,119.0,3.0,79.0,354.0,26.0,38.0,326.0
-118.35768084285021,36.794555745382596,POINT (-118.35768084285021 36.794555745382596),15.0,117,36,7075.0,193.0,-127.0,321.0,-66.0,113.0,119.0,-74.0,380.0,74.0,6.0,75.0,212.0,21.0,21.0,204.0
-118.70920285879183,36.15863540101681,POINT (-118.70920285879183 36.15863540101681),148.0,124,37,7095.0,332.0,4.0,327.0,61.0,252.0,253.0,58.0,649.0,119.0,1.0,85.0,352.0,7.0,7.0,351.0
-114.77713085586466,33.91428536395125,POINT (-114.77713085586466 33.91428536395125),230.0,130,37,7665.0,415.0,67.0,348.0,195.0,295.0,338.0,128.0,114.0,18.0,1.0,56.0,47.0,3.0,42.0,45.0
-121.35403050332043,41.079634398137934,POINT (-121.35403050332043 41.079634398137934),117.0,121,34,7687.0,321.0,-26.0,348.0,19.0,233.0,233.0,19.0,506.0,81.0,4.0,61.0,239.0,20.0,20.0,239.0
-122.96993847326205,39.42122095508579,POINT (-122.96993847326205 39.42122095508579),126.0,109,40,5420.0,282.0,12.0,269.0,54.0,200.0,203.0,54.0,932.0,213.0,1.0,95.0,612.0,9.0,9.0,612.0
-121.52308201391419,36.765591047758946,POINT (-121.52308201391419 36.765591047758946),126.0,103,47,3736.0,245.0,26.0,218.0,77.0,171.0,175.0,72.0,470.0,93.0,1.0,88.0,262.0,5.0,5.0,261.0
-120.0273352724118,39.29281022148395,POINT (-120.0273352724118 39.29281022148395),52.0,124,36,7280.0,245.0,-96.0,341.0,-41.0,160.0,160.0,-41.0,676.0,120.0,12.0,64.0,340.0,42.0,42.0,340.0
-116.73557829160784,33.219728775579114,POINT (-116.73557829160784 33.219728775579114),158.0,125,44,5390.0,312.0,30.0,281.0,92.0,214.0,238.0,89.0,385.0,73.0,2.0,82.0,210.0,13.0,23.0,209.0
-116.35411825480351,32.98212260468634,POINT (-116.35411825480351 32.98212260468634),185.0,131,44,5765.0,348.0,50.0,298.0,112.0,222.0,269.0,110.0,272.0,53.0,2.0,74.0,142.0,11.0,30.0,142.0
-117.39840260673927,37.164214437165676,POINT (-117.39840260673927 37.164214437165676),139.0,116,31,8588.0,336.0,-28.0,364.0,64.0,211.0,261.0,25.0,161.0,18.0,7.0,27.0,54.0,26.0,45.0,44.0
-122.14585094818618,37.16933806955961,POINT (-122.14585094818618 37.16933806955961),125.0,70,47,2597.0,204.0,56.0,148.0,88.0,159.0,159.0,88.0,656.0,144.0,2.0,91.0,404.0,7.0,7.0,404.0
-118.03127319577386,34.89752589872394,POINT (-118.03127319577386 34.89752589872394),172.0,129,39,6877.0,351.0,25.0,326.0,92.0,225.0,271.0,83.0,162.0,31.0,1.0,81.0,92.0,5.0,12.0,85.0
-116.09835200938649,32.88644283372528,POINT (-116.09835200938649 32.88644283372528),215.0,134,43,6152.0,386.0,74.0,312.0,136.0,257.0,305.0,136.0,141.0,27.0,1.0,66.0,73.0,4.0,27.0,73.0
-118.61939775718488,34.89537975649168,POINT (-118.61939775718488 34.89537975649168),133.0,127,41,6230.0,303.0,-3.0,306.0,61.0,214.0,224.0,54.0,267.0,55.0,1.0,87.0,163.0,3.0,7.0,138.0
-116.36608563871212,33.67392010488281,POINT (-116.36608563871212 33.67392010488281),214.0,134,40,6678.0,392.0,64.0,327.0,126.0,262.0,310.0,126.0,153.0,30.0,1.0,70.0,83.0,4.0,26.0,83.0
-122.83410604410741,38.036421000827815,POINT (-122.83410604410741 38.036421000827815),141.0,68,44,2939.0,225.0,69.0,155.0,99.0,178.0,180.0,99.0,1010.0,213.0,1.0,90.0,600.0,9.0,9.0,600.0
-114.5347630006815,33.93277863559858,POINT (-114.5347630006815 33.93277863559858),251.0,129,36,7868.0,436.0,84.0,352.0,300.0,319.0,360.0,146.0,90.0,15.0,1.0,57.0,37.0,3.0,36.0,35.0
-120.17108353094906,41.748148379158266,POINT (-120.17108353094906 41.748148379158266),98.0,114,32,8025.0,306.0,-45.0,352.0,-3.0,221.0,221.0,-3.0,311.0,45.0,6.0,48.0,132.0,22.0,22.0,132.0
-121.98257342265792,39.593144809218344,POINT (-121.98257342265792 39.593144809218344),179.0,123,37,6858.0,368.0,43.0,325.0,89.0,277.0,277.0,89.0,579.0,122.0,1.0,84.0,345.0,7.0,7.0,345.0
-116.71459674723899,35.9998726673906,POINT (-116.71459674723899 35.9998726673906),213.0,121,32,8734.0,412.0,39.0,373.0,124.0,289.0,335.0,95.0,119.0,21.0,1.0,61.0,60.0,8.0,26.0,46.0
-122.12012780019764,41.322642731739094,POINT (-122.12012780019764 41.322642731739094),91.0,122,36,7223.0,289.0,-46.0,336.0,0.0,200.0,200.0,0.0,1479.0,291.0,6.0,83.0,839.0,30.0,30.0,839.0
-120.20029430563628,41.695221488192175,POINT (-120.20029430563628 41.695221488192175),100.0,114,32,8048.0,309.0,-44.0,353.0,-2.0,223.0,223.0,-2.0,306.0,43.0,6.0,47.0,126.0,21.0,21.0,126.0
-114.81180970747732,33.300196818847965,POINT (-114.81180970747732 33.300196818847965),240.0,132,38,7430.0,424.0,80.0,344.0,345.0,301.0,345.0,141.0,85.0,15.0,0.0,59.0,38.0,1.0,38.0,30.0
-123.08448006386266,38.9712220800074,POINT (-123.08448006386266 38.9712220800074),147.0,91,41,4413.0,273.0,51.0,221.0,88.0,203.0,209.0,88.0,856.0,182.0,1.0,89.0,524.0,8.0,9.0,524.0
-117.38962302848913,34.233875359125726,POINT (-117.38962302848913 34.233875359125726),169.0,128,41,6254.0,337.0,27.0,309.0,97.0,249.0,260.0,87.0,531.0,113.0,2.0,90.0,330.0,8.0,13.0,292.0
-120.48239659136418,41.874909937457375,POINT (-120.48239659136418 41.874909937457375),93.0,114,32,7797.0,299.0,-46.0,345.0,7.0,213.0,213.0,-5.0,320.0,47.0,8.0,45.0,133.0,24.0,24.0,128.0
-123.72263854519095,40.967272670471175,POINT (-123.72263854519095 40.967272670471175),88.0,94,40,4713.0,224.0,-6.0,230.0,29.0,149.0,158.0,29.0,1708.0,337.0,4.0,82.0,966.0,31.0,34.0,966.0
-114.53774507892267,34.08705218626148,POINT (-114.53774507892267 34.08705218626148),245.0,128,36,7917.0,430.0,77.0,353.0,145.0,313.0,355.0,139.0,92.0,14.0,1.0,56.0,40.0,3.0,32.0,40.0
